Disc,journal,title,vol,year,,issue,pages,PageFrom,PageTp,url,abstract,Author,A1Delim,A2Delim,A3Delim,A4Delim,A5Delim,A6Delim,A7Delim,A8Delim,A9Delim,Auth1,Auth2,Auth3,Auth4,Auth5,Auth6,Auth7,Auth8,Auth9,PgDelim,PgFrom,PgTo,X
5,Journal of Teaching in International Business,Education for Market Competition,15,2004,,2,65--87,NA,NA,http://dx.doi.org/10.1300/J066v15n02{\_}05,chinese perceptions identified differences significant china efforts move centrally planned socialist market economy five scales creativity usefulness interaction effort focus showed significant differences young people two countries felt school value foster creativity innovation useful involved interaction professors required greater effort focused chinese counterparts reported responses suggest american system consistent values market economy educational reform china far changing traditional educational system support government economic policies socialist market economy,"Adams, Janet S; Stivers, Bonnie P; Bin, Liu",15,34,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Adams, Janet S","Stivers, Bonnie P","Bin, Liu",-x-,-x-,-x-,-x-,-x-,-x-,3,65,87,
5,Journal of Teaching in International Business,Developing an Undergraduate International Business Program,15,2003,,1,61--84,NA,NA,http://dx.doi.org/10.1300/J066v15n01{\_}05,discusses development new undergraduate international program school otago new zealand firstly context initiative terms new zealand environment school sector new zealand global trends international thereafter outlines four stage design process adopted influence internal external considerations program design proposed mechanisms evaluating monitoring new offering opportunities future developments finally proposes conceptual program design framework provides guidelines institutions considering similar developments tertiary institutions considering redesign extant international offerings,"Bell, Jim; Gray, Brendan; McNaughton, Rod",10,25,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Bell, Jim","Gray, Brendan","McNaughton, Rod",-x-,-x-,-x-,-x-,-x-,-x-,3,61,84,
5,Journal of Teaching in International Business,Cross-Functional Globalization Modules,15,2004,,3,77--97,NA,NA,http://dx.doi.org/10.1300/J066v15n03{\_}06,present cross functional international modules modules presented intended assist institutions initiating implementing first level internationalization school curriculum although focus achieving level global awareness also addresses first stage globalization leads advances second stage understanding applicable means initiate internationalization process school internationalization process provided also addresses perceptions process especially concerning global awareness challenges recommendations provided,"Cort, Kathryn T; Das, Jayoti; Synn, Wonhi J",16,29,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cort, Kathryn T","Das, Jayoti","Synn, Wonhi J",-x-,-x-,-x-,-x-,-x-,-x-,3,77,97,
5,Journal of Teaching in International Business,Effectively Integrating an International Field Study into the EMBA Curriculum,15,2003,,1,5--20,NA,NA,http://dx.doi.org/10.1300/J066v15n01{\_}02,international field ifs integral part emba program various critical roles plays international travel experience value added activity stand alone vehicle understanding macro level environments firm level strategic initiatives also tool integrates pieces emba curriculum enhancing behavioral aspects emba suggests modeling planning ifs proposes attention rigor diversity actual overseas will enhance objectives program proposes attention ifs placement within program integrated pieces curriculum will improve knowledge flow demonstrated proactive communication cooperation among program faculty will allow ifs effectively utilized program integration significant benefits emba,"Cotner, John; Jones, Raymond; Kashlak, Roger",13,29,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cotner, John","Jones, Raymond","Kashlak, Roger",-x-,-x-,-x-,-x-,-x-,-x-,2,5,20,
5,Journal of Teaching in International Business,Foreign Travel in North American MBA Programs,15,2004,,3,45--60,NA,NA,http://dx.doi.org/10.1300/J066v15n03{\_}04,since early graduate school north america increasingly relied short overseas trips give international experience shorter trips shown cost lead participation abroad program internships presents results survey international travel north american mba program types exposure received travel although travel required extensively participation widespread granting credit typical conduct variety activities abroad including coursework project,"Currie, David M; Matulich, Serge; Gilbert, James P",16,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Currie, David M","Matulich, Serge","Gilbert, James P",-x-,-x-,-x-,-x-,-x-,-x-,3,45,60,
5,Journal of Teaching in International Business,Developing a Global Mindset Through Short-Term Study Abroad,15,2003,,1,37--59,NA,NA,http://dx.doi.org/10.1300/J066v15n01{\_}04,introduce practical short term abroad course increase global awareness lay foundation development sophisticated global mindset future managers global mindsets discussed literature coincide levels cognitive complexity found critical thinking literature building traditions construct facilitated group one major advantage technique done group setting less time consuming faculty ways providing feedback abroad course given short term abroad course become popular way internationalize school curricula offers way maximize impact experiences,"Deloach, Stephen; Saliba, Leila; Smith, Victoria; Tiemann, Thomas",17,32,49,-9,#N/A,#N/A,#N/A,#N/A,#N/A,"Deloach, Stephen","Saliba, Leila","Smith, Victoria","Tiemann, Thomas",-x-,-x-,-x-,-x-,-x-,3,37,59,
5,Journal of Teaching in International Business,Information and Communication Technology in the International Business Classroom,15,2004,,4,5--21,NA,NA,http://dx.doi.org/10.1300/J066v15n04{\_}02,information communication technology ict revolutionizing traditional educational school contexts changing process educator jobs however offers conflicting views regarding benefits ict better understand various advantages disadvantages using ict two major cross sectional studies perceptions practices international samples faculty conducted first published journal identified perceived obstacles prevent faculty successfully using ict second perceptions reports results second identifies significant differences similarities faculty ideas ict,"Deusen, Cheryl A Van; Jones, Gordon; Mueller, Carolyn B; Ricks, David A; Schlegelmilch, Bodo B",21,36,56,72,-9,#N/A,#N/A,#N/A,#N/A,"Deusen, Cheryl A Van","Jones, Gordon","Mueller, Carolyn B","Ricks, David A","Schlegelmilch, Bodo B",-x-,-x-,-x-,-x-,2,5,21,
5,Journal of Teaching in International Business,A Fast Track to Cultural Immersion,15,2004,,4,67--95,NA,NA,http://dx.doi.org/10.1300/J066v15n04{\_}05,internationalization curriculum remains priority preparing global workforce school continue stress importance semester long abroad program yet colleges universities growing population non traditional working adult challenging international abroad opportunities options intensive immersion limited may include non credit travel travel small part credit course travel trade mission group short term international travel quickly introducing culture shock moving toward minimal acculturation primary goal nine day abroad trip monterrey mexico quickly exposed local culture via day long structured scavenger hunt exercise suggestions implementing experiential activities curriculum abroad program provided well faculty,"Doyle, Mike; Helms, Marilyn M; Westrup, Nancy",12,30,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Doyle, Mike","Helms, Marilyn M","Westrup, Nancy",-x-,-x-,-x-,-x-,-x-,-x-,3,67,95,
5,Journal of Teaching in International Business,"A Cross Cultural Analysis of the Geographical Knowledge of U.S., Irish, Israeli, Mexican, and South Korean Business School Students",15,2004,,3,7--26,NA,NA,http://dx.doi.org/10.1300/J066v15n03{\_}02,geographical knowledge foreign countries considered significant factor related successful marketing goods services international market insignificant conclusion experts given sizable trade deficits run united states billion billion billion unfortunately previous concluded school tomorrow executives will make decision will impact firms international operations inadequate levels international geographical knowledge compares geographical knowledge school school four countries ireland israel mexico south korea sub par performance exhibited impact six independent variables global geographical knowledge develop number pedagogical conclusions enhance international geographical knowledge school foreign school overcome antipathy toward subject matter apparently exists within school various external constituencies,"Hise, Richard T; Shin, Jong-Kuk; Davidow, Moshe; Fahy, John; Solano-Mendez, Roberto; Troy, Lisa",16,32,48,60,84,-9,#N/A,#N/A,#N/A,"Hise, Richard T","Shin, Jong-Kuk","Davidow, Moshe","Fahy, John","Solano-Mendez, Roberto","Troy, Lisa",-x-,-x-,-x-,2,7,26,
5,Journal of Teaching in International Business,Teaching Understanding Cultural Differences for Business in an Internet-Based Economy,15,2004,,2,27--52,NA,NA,http://dx.doi.org/10.1300/J066v15n02{\_}03,offer successful pedagogy understanding culture differences using internet sources pedagogy helped author several faculty author school located popularize origins national culture culture impacts practices system form tool kit provides detailed session session guide also offers culture modeling framework country cultural guide grading evaluation suggestions listing selected web sites simulation games video tapes references books articles useful successful intercultural communication school,"Koh, Anthony C",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Koh, Anthony C",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,27,52,
