"","words","term.freq","doc.freq"
"4873","subscriber",2,2
"4881","athletics",2,2
"4882","reallocate",2,2
"4886","calvados",2,1
"4905","crossfunctional",2,2
"4921","lucrative",2,2
"4922","suddenly",2,2
"4933","earns",2,2
"4935","parking",2,2
"4938","performer",2,2
"4942","interstate",2,2
"4954","teambased",2,2
"4989","appliance",2,2
"4996","song",2,2
"5004","webbased",2,2
"5022","episode",2,2
"5036","wellrounded",2,2
"5049","compositions",2,2
"5050","lowers",2,2
"5055","audited",2,2
"5065","telecom",2,2
"5086","annotated",2,2
"5088","classics",2,2
"5094","revelations",2,2
"5095","restatements",2,2
"5099","conviction",2,2
"5136","nonstrategic",2,2
"5150","optioned",2,1
"5153","crash",2,2
"5157","deductions",2,2
"5177","merchant",2,2
"5180","pirates",2,2
"5192","commissioned",2,2
"5205","beancounters",2,2
"5210","franklin",2,2
"5218","suspect",2,2
"5233","relm",2,1
"5237","contractors",2,2
"5245","nfps",2,2
"5246","configured",2,2
"5256","nonmonetary",2,2
"5270","reimbursed",2,2
"5275","accusing",2,2
"5287","portrays",2,2
"5290","machinery",2,2
"5297","who",2,2
"5302","smv",2,1
"5338","nuts",2,2
"5339","snack",2,2
"5340","commodities",2,2
"5341","falsify",2,2
"5351","jdm",2,1
"5356","prawitt",2,1
"5363","compendium",2,2
"5376","hamper",2,2
"5379","prca",2,2
"5381","salience",2,2
"5384","segregation",2,2
"5386","resourced",2,1
"5390","pervade",2,2
"5405","sister",2,2
"5406","suspicions",2,2
"5408","perpetrator",2,2
"5412","shocked",2,2
"5420","whistleblower",2,2
"5421","woodford",2,1
"5423","precipitously",2,2
"5438","violet",2,1
"5440","taxpayers",2,2
"5441","surprised",2,2
"5444","renamed",2,2
"5448","franchisees",2,1
"5450","franchises",2,2
"5469","trustees",2,2
"5478","indemnity",2,1
"5481","liable",2,2
"5500","crashes",2,2
"5509","ignite",2,2
"5517","witnessed",2,2
"5518","endless",2,2
"5522","withdraw",2,2
"5525","complimentary",2,2
"5546","perceives",2,2
"5547","commensurate",2,2
"5553","inaugurated",2,2
"5559","stratification",2,2
"5562","gatekeepers",2,2
"5563","modestly",2,2
"5566","psa",2,1
"5568","emotive",2,2
"5569","sdt",2,1
"5571","nonjudgmental",2,2
"5593","ameliorate",2,2
"5598","nasba",2,2
"5606","gleaned",2,2
"5612","incur",2,2
"5613","escalating",2,2
"5614","fueled",2,2
"5618","reacted",2,2
"5620","doctorally",2,2
"5645","refresher",2,2
"5654","feels",2,2
"5655","tightening",2,2
"5668","slowdown",2,2
"5670","defaults",2,2
"5674","secured",2,2
"5682","pizza",2,1
"5687","federally",2,1
"5693","cease",2,2
"5701","kellogg",2,2
"5702","witnessing",2,1
"5707","constituting",2,2
"5730","hite",2,1
"5746","maxwell",2,2
"5751","commissions",2,2
"5753","spends",2,2
"5764","violated",2,2
"5765","endogenously",2,2
"5780","caravan",2,1
"5787","warfield",2,1
"5791","sachiko",2,1
"5812","primeco",2,1
"5816","subco",2,1
"5821","intangibles",2,2
"5848","azteca",2,1
"5849","withdrew",2,2
"5856","swedish",2,2
"5862","wondered",2,2
"5865","understandability",2,1
"5871","heijn",2,1
"5874","wholesaling",2,2
"5881","bonuses",2,2
"5882","surpassed",2,2
"5895","exxon",2,2
"5927","arithmetica",2,2
"5928","geometria",2,2
"5929","proportioni",2,2
"5935","dressing",2,2
"5945","abdicating",2,2
"5955","generational",2,2
"5966","promptly",2,2
"5970","terminating",2,2
"5972","resisted",2,2
"5973","jeopardize",2,2
"5978","intellective",2,1
"5980","elaborations",2,2
"5981","staged",2,2
"5982","myopic",2,2
"5986","insurers",2,2
"5999","falcon",2,1
"6001","profitably",2,2
"6026","patterned",2,2
"6047","bpg",2,1
"6048","promulgated",2,2
"6060","breakdowns",2,2
"6071","productively",2,2
"6079","multinationals",2,2
"6084","awaiting",2,2
"6102","urgently",2,2
"6121","leases",2,2
"6122","quantification",2,2
"6128","satisfiability",2,2
"6135","fulfil",2,2
"6148","mathprog",2,2
"6151","sometime",2,2
"6153","eighties",2,2
"6159","unlit",2,1
"6160","clicked",2,1
"6167","jaapsch",2,1
"6177","nodes",2,2
"6180","neighbours",2,2
"6193","minimized",2,2
"6199","flip",2,1
"6227","eye",2,2
"6235","tee",2,1
"6275","olympics",2,2
"6293","adjustable",2,2
"6309","whimsy",2,2
"6311","einstein",2,2
"6317","supposedly",2,2
"6322","probabilistic",2,2
"6348","diligent",2,2
"6351","for",2,2
"6361","scarcely",2,2
"6370","simquick",2,1
"6377","wheel",2,2
"6378","geometrical",2,2
"6388","mixing",2,2
"6393","patrol",2,1
"6411","instantly",2,2
"6432","contestant",2,2
"6458","ackoff",2,2
"6460","uninterested",2,2
"6467","proves",2,2
"6478","pendegraft",2,1
"6484","appended",2,1
"6494","pseudocode",2,2
"6497","lavesdk",2,1
"6498","visualizations",2,2
"6505","workarounds",2,1
"6519","generalizations",2,2
"6526","cubs",2,2
"6537","crowd",2,2
"6547","additive",2,1
"6556","removes",2,2
"6561","aggregating",2,2
"6573","ruebeck",2,1
"6585","booking",2,2
"6594","overbooking",2,2
"6602","flights",2,2
"6612","mellon",2,2
"6613","tepper",2,2
"6627","pseudo",2,2
"6629","crystal",2,2
"6642","territories",2,2
"6646","deny",2,2
"6651","mccroskey",2,1
"6652","rhetorical",2,2
"6653","prentice",2,2
"6654","englewood",2,2
"6655","cliffs",2,2
"6661","convoluted",2,2
"6674","alterations",2,2
"6680","revolution",2,2
"6684","novelty",2,2
"6685","enablers",2,2
"6698","prisoners",2,2
"6708","odd",2,2
"6721","approximations",2,2
"6724","flowtimes",2,1
"6725","emulated",2,2
"6729","markowitz",2,2
"6730","spiegel",2,2
"6731","grove",2,2
"6735","inordinate",2,2
"6743","deming",2,2
"6747","degrade",2,2
"6757","virus",2,2
"6783","modeler",2,2
"6790","generator",2,2
"6797","cereal",2,1
"6812","exceltutor",2,1
"6836","hora",2,1
"6840","aesthetic",2,2
"6841","adhering",2,2
"6850","hardest",2,2
"6861","boudette",2,1
"6868","envelopment",2,2
"6873","shut",2,2
"6875","upstream",2,2
"6876","downstream",2,2
"6892","persuade",2,2
"6899","mainstay",2,2
"6905","mechanistic",2,2
"6908","crossing",2,2
"6923","ace",2,2
"6925","severely",2,2
"6936","fuzzy",2,2
"6937","multiobjective",2,2
"6950","tversky",2,2
"6961","playoff",2,2
"6964","mlb",2,1
"6968","resuming",2,1
"6969","interrupted",2,2
"6987","christensen",2,2
"6999","pentium",2,2
"7000","oversimplified",2,2
"7004","drill",2,1
"7010","arc",2,2
"7012","node",2,2
"7018","dps",2,1
"7040","hsor",2,1
"7042","occupancy",2,1
"7043","maximises",2,2
"7044","inferred",2,2
"7052","technion",2,1
"7060","amply",2,2
"7065","battleship",2,1
"7071","notations",2,2
"7073","asg",2,1
"7075","mdp",2,1
"7081","calendar",2,2
"7083","chips",2,2
"7090","unlimited",2,2
"7097","gibbs",2,2
"7098","numerically",2,2
"7100","priors",2,1
"7106","gams",2,1
"7112","python",2,1
"7121","boy",2,2
"7123","laborious",2,2
"7131","pharmacy",2,1
"7145","briefings",2,2
"7149","transcribed",2,2
"7156","opera",2,1
"7159","masks",2,1
"7173","themed",2,2
"7174","greenhouse",2,2
"7181","monterey",2,1
"7184","dod",2,1
"7186","supervise",2,2
"7191","civilian",2,2
"7199","sustainably",2,2
"7210","forestry",2,2
"7215","gmba",2,1
"7222","arps",2,1
"7223","alps",2,1
"7231","milton",2,2
"7232","isye",2,1
"7245","seasonality",2,2
"7254","debacle",2,2
"7269","sporadically",2,2
"7271","tackling",2,2
"7281","abbott",2,2
"7284","abstractions",2,1
"7308","hook",2,2
"7311","charging",2,2
"7313","ink",2,1
"7319","mda",2,1
"7333","cheap",2,2
"7334","debriefings",2,2
"7337","hco",2,1
"7338","fabrication",2,1
"7339","smoothly",2,2
"7349","jig",2,1
"7360","automobiles",2,2
"7371","drugs",2,1
"7373","guardian",2,1
"7374","hyperlink",2,2
"7377","penetration",2,2
"7381","reads",2,2
"7382","reputable",2,2
"7390","decompose",2,2
"7396","opaque",2,2
"7397","seasons",2,2
"7405","surrogate",2,2
"7414","covariates",2,2
"7418","multicriteria",2,1
"7424","controla",2,1
"7425","formalized",2,2
"7426","tradesmith",2,1
"7438","storing",2,2
"7447","fortunes",2,2
"7453","learninga",2,2
"7456","justifies",2,2
"7463","indispensable",2,2
"7472","baldrige",2,2
"7473","mbnqa",2,1
"7475","dale",2,2
"7483","conative",2,2
"7488","coombs",2,1
"7495","dividing",2,2
"7497","tails",2,1
"7502","precepts",2,2
"7503","devalued",2,2
"7513","wasted",2,2
"7514","bother",2,2
"7530","metatags",2,1
"7542","systemwide",2,2
"7543","minimizes",2,2
"7576","regimen",2,2
"7578","boice",2,2
"7594","hybrida",2,2
"7605","denies",2,1
"7607","broadband",2,1
"7610","determinate",2,2
"7616","diagnosing",2,2
"7635","bleeding",2,2
"7645","impartial",2,2
"7649","panelists",2,2
"7652","tossing",2,1
"7654","dice",2,2
"7659","repeats",2,2
"7660","gregorc",2,2
"7661","delineator",2,2
"7663","silverman",2,2
"7668","enactive",2,1
"7669","manipulatable",2,1
"7684","auckland",2,2
"7692","hypothesizes",2,2
"7694","cob",2,1
"7710","reappointment",2,2
"7711","predicated",2,2
"7719","speculates",2,2
"7723","preconditions",2,2
"7730","baylor",2,2
"7731","competed",2,2
"7744","vernacular",2,2
"7774","inefficiency",2,2
"7775","dysfunction",2,2
"7783","undesirable",2,2
"7789","uninstructed",2,1
"7793","wording",2,2
"7797","presage",2,2
"7816","comprehended",2,2
"7819","singly",2,1
"7832","consequent",2,2
"7842","teradata",2,2
"7844","schemas",2,2
"7854","scalability",2,2
"7855","bicycle",2,1
"7860","accumulate",2,2
"7862","arithmetic",2,2
"7874","socioeconomic",2,2
"7883","enabler",2,2
"7894","cocurricular",2,2
"7914","conciseness",2,2
"7925","backlog",2,2
"7934","evidences",2,2
"7935","revisit",2,2
"7936","instructora",2,2
"7952","clark",2,2
"7954","cau",2,1
"7970","footprints",2,1
"7971","footprint",2,1
"7973","lca",2,1
"7974","enumerates",2,2
"7976","levers",2,2
"7984","impedes",2,2
"8025","iapdp",2,1
"8033","blocking",2,2
"8034","reaccreditation",2,2
"8038","preexam",2,1
"8046","cai",2,2
"8048","programmability",2,1
"8051","instructorsa",2,2
"8059","superseded",2,2
"8061","graphed",2,2
"8064","spirited",2,2
"8075","pen",2,2
"8076","energizing",2,2
"8085","specimens",2,1
"8096","softer",2,2
"8103","operationalized",2,2
"8109","mitigation",2,2
"8111","calculates",2,1
"8133","magicians",2,1
"8150","everybody",2,2
"8159","congestion",2,2
"8160","acumen",2,2
"8161","foreseeable",2,2
"8174","colby",2,2
"8192","semiotics",2,2
"8214","ideation",2,2
"8215","blood",2,2
"8221","demographically",2,2
"8230","shark",2,2
"8239","contextualizing",2,2
"8242","cancelled",2,2
"8244","synchronized",2,2
"8249","unsolicited",2,2
"8250","donations",2,2
"8257","airplane",2,1
"8262","statea",2,1
"8268","echo",2,2
"8270","tegrity",2,2
"8276","scor",2,1
"8279","positives",2,2
"8283","seamlessly",2,2
"8285","avatar",2,2
"8297","blank",2,2
"8302","convex",2,2
"8306","khan",2,2
"8314","scom",2,1
"8318","layouts",2,2
"8333","invalidate",2,1
"8337","uncorrected",2,1
"8339","underspecified",2,2
"8350","contextualize",2,2
"8356","mitigated",2,2
"8361","confronts",2,2
"8362","stabilizing",2,2
"8368","iteratively",2,2
"8373","imaginary",2,2
"8379","slope",2,2
"8381","majored",2,2
"8384","elections",2,2
"8393","preserve",2,2
"8395","terrorism",2,2
"8396","terrorist",2,2
"8401","tdp",2,1
"8404","retains",2,2
"8427","salemi",2,1
"8428","eubanks",2,1
"8432","transferring",2,2
"8443","reproducible",2,2
"8445","nonacademic",2,2
"8446","dummy",2,2
"8452","excise",2,2
"8460","cogently",2,2
"8463","lacuna",2,2
"8477","stackelberg",2,2
"8484","breakup",2,2
"8487","daniel",2,2
"8489","tastes",2,2
"8490","ultimatum",2,2
"8494","reversals",2,2
"8495","sitting",2,2
"8500","aggregates",2,2
"8510","gale",2,2
"8519","contests",2,1
"8520","unsophisticated",2,2
"8534","mundell",2,1
"8535","fleming",2,1
"8536","basically",2,2
"8544","dumping",2,1
"8546","normed",2,2
"8552","eighth",2,2
"8554","pays",2,2
"8556","discounting",2,2
"8560","container",2,2
"8562","guesses",2,1
"8563","bidder",2,2
"8567","crowds",2,2
"8580","detective",2,1
"8583","epistemology",2,2
"8586","resemblance",2,2
"8595","equalized",2,2
"8598","corners",2,2
"8605","experimented",2,2
"8607","tiebout",2,1
"8625","branches",2,1
"8630","postdefinition",2,1
"8632","fraternity",2,2
"8633","sorority",2,2
"8643","walstad",2,2
"8644","rebeck",2,2
"8645","butters",2,2
"8646","ninth",2,2
"8648","unstable",2,2
"8651","laspeyres",2,1
"8652","paasche",2,1
"8664","civics",2,1
"8667","gratification",2,2
"8675","byproduct",2,2
"8678","reallocating",2,2
"8679","dirty",2,2
"8683","constructively",2,2
"8686","ecology",2,2
"8687","coherence",2,2
"8699","reminded",2,2
"8728","symbiotic",2,2
"8730","simultaneity",2,2
"8735","videotaped",2,2
"8745","yang",2,2
"8754","cartoons",2,2
"8761","swift",2,2
"8772","painting",2,2
"8777","differentials",2,2
"8783","lawyer",2,2
"8793","keynes",2,2
"8806","cci",2,1
"8807","assorted",2,2
"8819","complications",2,2
"8824","impasse",2,1
"8825","pie",2,2
"8828","disappearance",2,2
"8829","algebraically",2,2
"8847","screened",2,2
"8853","passengers",2,1
"8860","murray",2,2
"8865","uts",2,1
"8889","bundles",2,2
"8893","unnecessarily",2,2
"8896","aer",2,1
"8900","violate",2,2
"8902","label",2,2
"8908","sras",2,1
"8912","endure",2,2
"8918","uniformity",2,2
"8919","informing",2,2
"8921","dimensionality",2,2
"8922","williamson",2,2
"8929","scholarships",2,2
"8933","duopoly",2,1
"8939","tedium",2,2
"8946","allocates",2,2
"8948","inadvertently",2,2
"8949","cherry",2,1
"8961","stigler",2,2
"8988","inequality",2,2
"8991","contractual",2,2
"9006","loci",2,2
"9010","samuelson",2,2
"9014","envelope",2,2
"9018","renewable",2,2
"9021","spillovers",2,2
"9025","allied",2,2
"9027","saying",2,2
"9029","gini",2,1
"9036","christmas",2,2
"9039","nurses",2,2
"9040","concert",2,2
"9043","anomaly",2,1
"9057","ponder",2,2
"9059","heckman",2,2
"9068","probit",2,2
"9074","propensities",2,2
"9075","destroying",2,2
"9076","stationary",2,2
"9077","schumpeter",2,2
"9078","knight",2,2
"9084","complicate",2,2
"9088","overestimating",2,2
"9092","lwe",2,1
"9093","overreporting",2,1
"9113","arrow",2,1
"9116","arbitrary",2,2
"9121","weightings",2,2
"9124","civilization",2,2
"9130","cpi",2,1
"9131","imaginatively",2,2
"9137","fearing",2,2
"9141","hicks",2,1
"9143","elastic",2,2
"9156","sophomores",2,2
"9157","devoting",2,2
"9162","keynote",2,2
"9164","irrs",2,1
"9169","invalidated",2,2
"9186","tweets",2,1
"9187","brevity",2,2
"9188","concisely",2,2
"9190","fodder",2,2
"9191","depositor",2,2
"9194","sharpe",2,2
"9195","bootstrap",2,2
"9198","galway",2,2
"9205","bba",2,2
"9207","mentored",2,2
"9209","msu",2,1
"9210","mirrored",2,2
"9211","belarus",2,2
"9220","inquiring",2,2
"9222","incomes",2,2
"9225","houses",2,1
"9230","embodying",2,2
"9233","axelrod",2,1
"9234","atmus",2,1
"9235","rpd",2,1
"9237","rbc",2,1
"9239","uniqueness",2,2
"9251","bates",2,2
"9258","harberger",2,1
"9261","frisch",2,1
"9262","waugh",2,1
"9268","journalists",2,2
"9274","deserved",2,2
"9285","ppm",2,1
"9288","engendering",2,2
"9289","asymmetry",2,2
"9292","bible",2,1
"9293","pervasiveness",2,2
"9299","premarket",2,1
"9310","awarding",2,2
"9313","lined",2,2
"9322","assistantships",2,2
"9328","canon",2,2
"9332","ppp",2,1
"9351","contaminate",2,2
"9359","overwhelm",2,2
"9376","sends",2,2
"9377","surely",2,2
"9378","convened",2,2
"9381","votes",2,1
"9389","congressional",2,2
"9398","substitutability",2,2
"9402","filtered",2,2
"9406","enlarge",2,2
"9409","workings",2,2
"9428","fractional",2,2
"9429","forget",2,2
"9449","microtheory",2,1
"9461","procyclicality",2,1
"9485","meltdown",2,2
"9488","magnitudes",2,2
"9493","kindergarten",2,2
"9496","dose",2,2
"9506","invitation",2,2
"9511","politicians",2,2
"9518","fatalities",2,2
"9533","spoke",2,2
"9535","tokens",2,2
"9550","sel",2,1
"9551","zahka",2,1
"9557","discarded",2,2
"9558","vocal",2,2
"9563","eligible",2,2
"9565","fruitfully",2,2
"9570","electives",2,2
"9581","gre",2,2
"9584","spurt",2,2
"9588","subdivided",2,2
"9589","conspicuous",2,2
"9596","mccloskey",2,1
"9598","sharpen",2,2
"9601","differentiability",2,1
"9602","linearly",2,2
"9623","banker",2,2
"9635","inefficiencies",2,2
"9638","weighing",2,2
"9639","disappointment",2,2
"9640","caps",2,2
"9644","usna",2,1
"9647","leagues",2,1
"9650","noncooperative",2,1
"9656","linguistics",2,2
"9657","turk",2,1
"9658","flesch",2,2
"9664","isoquant",2,1
"9670","admired",2,2
"9672","nonuse",2,1
"9693","neale",2,2
"9698","instituting",2,2
"9700","miracle",2,1
"9706","alan",2,2
"9708","sociologist",2,2
"9718","fifths",2,1
"9732","cobb",2,2
"9733","douglas",2,2
"9734","chalkboard",2,2
"9738","polluters",2,1
"9741","autarchy",2,1
"9745","ineffectiveness",2,2
"9753","expositions",2,2
"9756","fomc",2,1
"9759","instincts",2,1
"9768","selfish",2,2
"9773","occupation",2,2
"9776","heretofore",2,2
"9777","reputations",2,2
"9783","tracked",2,2
"9785","complying",2,2
"9786","leftward",2,1
"9796","maple",2,1
"9801","celebrity",2,2
"9809","mises",2,2
"9818","cent",2,2
"9833","farmer",2,2
"9838","ethnocentrism",2,1
"9848","distractions",2,2
"9849","diluting",2,2
"9852","olc",2,1
"9863","techno",2,2
"9878","recognises",2,2
"9881","holism",2,1
"9882","comprehending",2,2
"9883","aspirational",2,2
"9892","sipoc",2,2
"9903","anticipation",2,2
"9904","burns",2,2
"9907","ffi",2,1
"9909","synthesised",2,2
"9919","abound",2,2
"9921","montessorian",2,1
"9926","intervene",2,2
"9939","commissioning",2,2
"9940","educationalists",2,2
"9957","acclaimed",2,2
"9972","neuroplasticity",2,2
"9975","discourages",2,2
"9978","turbulent",2,2
"9982","cowan",2,1
"9983","postulates",2,2
"9987","conceptualised",2,2
"10010","pakistani",2,2
"10033","csikszentmihalyi",2,2
"10042","postal",2,2
"10045","crowded",2,2
"10049","tiss",2,1
"10064","deduction",2,2
"10071","contextualizes",2,2
"10080","decisiveness",2,2
"10091","individualist",2,2
"10094","socialisation",2,2
"10099","arousal",2,2
"10126","inasmuch",2,2
"10137","constructionist",2,2
"10141","desperately",2,2
"10150","acquaintances",2,2
"10159","favoured",2,2
"10162","unpredictability",2,2
"10170","spots",2,2
"10172","inadequacy",2,2
"10174","transmitting",2,2
"10178","bone",2,2
"10188","informants",2,2
"10196","nurtured",2,2
"10208","plg",2,1
"10213","appraise",2,2
"10214","bedfordshire",2,1
"10215","irrelevancy",2,2
"10219","ubbs",2,1
"10229","silos",2,2
"10230","dense",2,2
"10235","prevents",2,2
"10251","prejudice",2,2
"10252","emanating",2,2
"10259","wordle",2,1
"10260","clouds",2,2
"10262","wordles",2,1
"10287","auditory",2,2
"10301","filmmakers",2,2
"10309","undermining",2,2
"10316","invalid",2,2
"10319","evaluators",2,2
"10320","noise",2,2
"10322","leadered",2,1
"10328","apartheid",2,2
"10329","democracy",2,2
"10331","cape",2,2
"10334","supervising",2,2
"10345","mounting",2,2
"10353","exemplifying",2,2
"10355","harmony",2,2
"10361","swif",2,1
"10369","underutilized",2,2
"10373","reservations",2,2
"10379","scholl",2,1
"10383","drifting",2,1
"10384","archetypes",2,2
"10386","conjecture",2,2
"10398","ricd",2,1
"10400","vocationally",2,2
"10401","inn",2,1
"10413","strangers",2,2
"10423","gyroscope",2,1
"10427","managerialist",2,2
"10429","proffered",2,2
"10441","energized",2,2
"10446","grande",2,1
"10447","ecole",2,1
"10450","forged",2,2
"10451","aroused",2,2
"10452","abbreviated",2,2
"10453","sustains",2,2
"10454","clarification",2,2
"10460","stephen",2,1
"10461","brookfield",2,1
"10473","directs",2,2
"10479","underpin",2,2
"10481","heaton",2,1
"10487","brothers",2,2
"10491","exclusivity",2,1
"10493","stands",2,2
"10501","dispositional",2,2
"10507","pluralism",2,2
"10510","disrespectful",2,1
"10511","unwillingness",2,2
"10512","affirmative",2,2
"10517","bob",2,2
"10518","lussier",2,2
"10520","robbins",2,2
"10530","vitality",2,2
"10531","balkin",2,2
"10532","mello",2,2
"10534","gourmet",2,2
"10542","projection",2,2
"10546","icebreaker",2,2
"10550","extrapolating",2,2
"10551","showcase",2,2
"10552","marketer",2,2
"10553","reevaluate",2,2
